time,referenceVector[1],referenceVector[2],referenceVector[3],referenceVector[4],referenceVector[5],referenceVector[6],referenceVector[7],referenceVector[8],referenceVector[9],referenceVector[10],referenceVector[11],quadChassisTest17_1.body.r_0[1],quadChassisTest17_1.body.r_0[2],quadChassisTest17_1.body.r_0[3],quadChassisTest17_1.body.v_0[1],quadChassisTest17_1.body.v_0[2],quadChassisTest17_1.body.v_0[3],sensors1_1.AngleMea[1],sensors1_1.AngleMea[2],sensors1_1.AngleMea[3],quadChassisTest17_1.body.frame_b.R.w[1],quadChassisTest17_1.body.frame_b.R.w[2],quadChassisTest17_1.body.frame_b.R.w[3],"quadChassisTest17_1.body.frame_b.R.T[1,1]","quadChassisTest17_1.body.frame_b.R.T[1,2]","quadChassisTest17_1.body.frame_b.R.T[1,3]","quadChassisTest17_1.body.frame_b.R.T[2,1]","quadChassisTest17_1.body.frame_b.R.T[2,2]","quadChassisTest17_1.body.frame_b.R.T[2,3]","quadChassisTest17_1.body.frame_b.R.T[3,1]","quadChassisTest17_1.body.frame_b.R.T[3,2]","quadChassisTest17_1.body.frame_b.R.T[3,3]",motorCommand[1],motorCommand[2],motorCommand[3],motorCommand[4],speedSensor[1].w,speedSensor[2].w,speedSensor[3].w,speedSensor[4].w,controllerDiagnostics[1],controllerDiagnostics[2],controllerDiagnostics[3],controllerDiagnostics[4],controllerDiagnostics[5],controllerDiagnostics[6],controllerDiagnostics[7],controllerDiagnostics[8],controllerDiagnostics[9],controllerDiagnostics[10],controllerDiagnostics[11],controllerDiagnostics[12],quadChassisTest17_1.perRotorDisturbance
22.330000000000002,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0703812073109031,-1.1182979677913762e-08,1.657691274896114,-0.7218740608711526,6.164031568748508e-09,-0.05315905022608584,-3.5772152022612813e-09,-0.22008647289970962,-2.1455582770589884e-08,3.6168710088556207e-09,0.3034306344007024,-2.09608415456305e-09,0.9758785747336516,-2.0674626571763235e-08,0.21831401094711422,2.0938043534243154e-08,1.0,1.106839129593994e-09,-0.21831401094711422,3.4909276730982912e-09,0.9758785747336518,13.88200459763009,-13.882004597479792,13.96157180352174,-13.961571803671182,13.880641609540717,-13.880641609435216,13.96283443226405,-13.962834432368536,-0.1880477959303127,2.639082580127198e-09,1.5467997002872425,-7.082157050377617e-13,0.0003760037267435347,0.0,3.071093803425577e-14,0.0,1.0819345946695247,0.0989458176881263,0.0,0.0,0.0
22.34,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0630553817064807,-1.1119620996888513e-08,1.6571322671788136,-0.7432315652402596,6.50571183972475e-09,-0.058628864784928514,-3.470152840296424e-09,-0.21688836267389552,-2.1453343768036888e-08,3.556625361388218e-09,0.33575624157567135,-2.0980563358625256e-09,0.976571775219943,-2.0706594872015735e-08,0.2151919325712955,2.095073000795549e-08,1.0,1.146433665263793e-09,-0.2151919325712955,3.388853319532807e-09,0.9765717752199432,13.884291364175304,-13.884291363957518,13.95982189325177,-13.959821893468376,13.882548611554299,-13.882548611379413,13.96069329747615,-13.960693297650844,-0.1738886391753181,2.439794403999134e-09,1.5494828971985901,-1.0263995550511924e-12,0.00035693484150561817,0.0,2.9156527713503566e-14,0.0,1.0746056457900572,0.10493873586404864,0.0,0.0,0.0
22.35,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0555176955681678,-1.1052901963569573e-08,1.6565189858086908,-0.7642416831581151,6.836034972304655e-09,-0.06401079787940367,-3.3570161980943546e-09,-0.21337520389379738,-2.145009323347473e-08,3.4703958930086135e-09,0.3664417473485458,-2.050733881346201e-09,0.9773217505349285,-2.0739212289239718e-08,0.2117597599435325,2.096364266807695e-08,0.9999999999999998,1.1852503957926446e-09,-0.2117597599435325,3.280884947295686e-09,0.9773217505349288,13.887161340922669,-13.887161340640594,13.958674748601606,-13.958674748882236,13.885036083127725,-13.885036082885387,13.959145599901156,-13.9591456001418,-0.1597923616519235,2.2443655887868327e-09,1.5521539456271667,-1.3296590622327933e-12,0.0003379720300145737,0.0,2.7602078501210742e-14,0.0,1.0670594166100202,0.11056132862001625,0.0,0.0,0.0
22.36,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0477717578743302,-1.0982938564030867e-08,1.6558523753877603,-0.7848775418191766,7.1545334261206775e-09,-0.06929174700537123,-3.238443827192678e-09,-0.20956335618022484,-2.1445830077920712e-08,3.360925158361175e-09,0.3954964995079476,-2.094330528213956e-09,0.9781218442135722,-2.0772127447533212e-08,0.20803282883295104,2.097663486650671e-08,0.9999999999999998,1.222992870587955e-09,-0.20803282883295104,3.167592648635762e-09,0.9781218442135724,13.89061755140814,-13.89061755106428,13.958143247984012,-13.95814324832621,13.888110330131068,-13.888110329824947,13.958208413291198,-13.95820841359426,-0.14577394216337794,2.053083645598267e-09,1.5548066112635306,-1.6213175405748323e-12,0.0003191596448934341,0.0,2.6066605662179574e-14,0.0,1.059299589121544,0.11581916487825204,0.0,0.0,0.0
22.37,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0398214404825732,-1.090985127024329e-08,1.6551335088310228,-0.8051137000017984,7.460781846650798e-09,-0.07445923919352669,-3.1150475199708527e-09,-0.20546906889241345,-2.144130221253005e-08,3.2261056566892127e-09,0.42293328528871893,-2.0728774519927546e-09,0.9789653897915269,-2.0805750329345906e-08,0.2040263845445552,2.099029277812741e-08,0.9999999999999996,1.2595438503788255e-09,-0.2040263845445552,3.049523709607396e-09,0.9789653897915271,13.894657796664456,-13.89465779626353,13.958234182084658,-13.958234182483759,13.891772352040894,-13.891772351675826,13.957892107430267,-13.957892107793716,-0.13184779175605132,1.866217705736036e-09,1.5574348743174793,-1.8909290633726276e-12,0.00030053783501713706,0.0,2.4551866802952885e-14,0.0,1.0513301259116847,0.12071828391409951,0.0,0.0,0.0
22.38,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0316708626072455,-1.0833764599945202e-08,1.6543635803777335,-0.824926116650082,7.754275562450118e-09,-0.07950149709466407,-2.987450719147901e-09,-0.2011084438530885,-2.1436189494064327e-08,3.0640186814362877e-09,0.44876865569980506,-2.0394988781977825e-09,0.97984576200957,-2.083942961075726e-08,0.199755557299127,2.1004159429393e-08,0.9999999999999998,1.2945472596086096e-09,-0.199755557299127,2.9272409263695135e-09,0.9798457620095702,13.899275269592982,-13.899275269141937,13.95894852420598,-13.958948524655096,13.896018354802475,-13.896018354380924,13.958201192130419,-13.95820119254993,-0.11802776124662141,1.6840777700525126e-09,1.5600329620509072,-2.1280166226964366e-12,0.0002821409825614887,0.0,2.3049162485296065e-14,0.0,1.043155253881133,0.1252651499739157,0.0,0.0,0.0
22.39,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0233243753479802,-1.0754807479733166e-08,1.6535438979548323,-0.8442920922817422,8.034870982399047e-09,-0.08440748565821267,-2.856282334584371e-09,-0.1964974006843398,-2.1430553895306766e-08,2.882273188037806e-09,0.4730220705649532,-1.957089919938952e-09,0.9807564236592918,-2.087290664648351e-08,0.19523533863272471,2.1018153395398774e-08,0.9999999999999996,1.3277191122527044e-09,-0.19523533863272471,2.801317247428181e-09,0.980756423659292,13.90445879908212,-13.904458798584328,13.960282058058212,-13.960282058554014,13.900839790347385,-13.90083978987822,13.959134694918596,-13.959134695386114,-0.10432716207592498,1.506799331331995e-09,1.5625953730786486,-2.349445061766925e-12,0.0002639995718692323,0.0,2.155930609220046e-14,0.0,1.034779447892399,0.12946659873569938,0.0,0.0,0.0
22.400000000000002,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014786551169473,-1.067311030320591e-08,1.652675876232187,-0.8631902337511665,8.302226547558911e-09,-0.08916695397189389,-2.722091091667495e-09,-0.19165165270692766,-2.1424253997664464e-08,2.6809137641812224e-09,0.4957155558485304,-1.9722455806325047e-09,0.9816909665217821,-2.090574854420632e-08,0.19048056659283877,2.103199661397539e-08,0.9999999999999998,1.3588129486365238e-09,-0.19048056659283877,2.6722522347393966e-09,0.9816909665217823,13.91019322384538,-13.910193223305095,13.962225851355136,-13.962225851893406,13.906223485603634,-13.906223485088502,13.96068645852255,-13.960686459035415,-0.09075877823540764,1.3346155236662227e-09,1.5651168991990598,-2.551035772717575e-12,0.0002461407094363627,0.0,2.010929458201931e-14,0.0,1.0262074193932236,0.1333297982293811,0.0,0.0,0.0
22.41,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0060621700377717,-1.0588806550676679e-08,1.6517610283468773,-0.8816004146964489,8.556169647753117e-09,-0.09377046502562429,-2.5854194870403854e-09,-0.1865866808401302,-2.1418248150794112e-08,2.4622047770882947e-09,0.5168733679292137,-1.9497065039635803e-09,0.9826431490140266,-2.0938637562733032e-08,0.18550590744177725,2.1046494809260185e-08,0.9999999999999998,1.3877920719858445e-09,-0.18550590744177725,2.5405447462675943e-09,0.9826431490140268,13.916459766535462,-13.916459765956347,13.964766716211601,-13.964766716788713,13.912153425715877,-13.912153425160238,13.962845912707367,-13.962845913261036,-0.07733487861504926,1.1676783470037036e-09,1.5675926425564215,-2.735629810759151e-12,0.00022858857357688982,0.0,1.867285423808961e-14,0.0,1.0174441015141875,0.13686220595111778,0.0,0.0,0.0
22.42,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9971562069739272,-1.0502031259171186e-08,1.65080095762278,-0.8995037462110529,8.796516699102887e-09,-0.09820943033635426,-2.44677498282355e-09,-0.1813177122297612,-2.141243094749292e-08,2.22766108795426e-09,0.5365220046687341,-1.99814753596712e-09,0.9836069292419904,-2.097121419223406e-08,0.18032584048644046,2.1061415451869673e-08,0.9999999999999996,1.4144396246409794e-09,-0.18032584048644046,2.4066648274011965e-09,0.9836069292419907,13.923236519113873,-13.923236518499538,13.96788757961653,-13.9678875802289,13.918609362712465,-13.918609362119268,13.965598313700374,-13.965598314291755,-0.06406722506352042,1.0061459599544586e-09,1.570018034946991,-2.9034172516261993e-12,0.00021136390564050443,0.0,1.726543196608186e-14,0.0,1.0084946355467523,0.14007153228051591,0.0,0.0,0.0
22.43,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9880738198619221,-1.041292115813476e-08,1.6497973490262974,-0.9168825379958769,9.023126732953082e-09,-0.10247611526999502,-2.3066429830829136e-09,-0.17585970042849383,-2.1407507427497645e-08,1.9791871961626864e-09,0.5546895651800199,-1.984733141803557e-09,0.9845764941846784,-2.1003949527918305e-08,0.17495464297642324,2.1077328612198098e-08,1.0,1.4386998359100656e-09,-0.17495464297642324,2.271066461619464e-09,0.9845764941846786,13.930498676756635,-13.930498676110224,13.971568009081162,-13.971568009725672,13.925567825818339,-13.925567825191788,13.96892499995118,-13.96892500057612,-0.050967085236508225,8.501565182544566e-10,1.5723888443456024,-3.056594383206654e-12,0.00019448541805719747,0.0,1.588898300727016e-14,0.0,0.9993643576152976,0.14296570104594286,0.0,0.0,0.0
22.44,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788203374589176,-1.0321614090857097e-08,1.6487519604697045,-0.9337202747460868,9.235886290712199e-09,-0.10656366150355151,-2.1654754348313018e-09,-0.17022730876914163,-2.1402945706996728e-08,1.7167229598852438e-09,0.5714058535178943,-1.934649153011638e-09,0.9855462848161387,-2.1036100359630962e-08,0.1694063767545529,2.1093593625652154e-08,0.9999999999999996,1.4603200492654264e-09,-0.1694063767545529,2.1341762696586026e-09,0.9855462848161389,13.938219024972321,-13.938219024297936,13.975784541094953,-13.975784541767524,13.93300328052893,-13.933003279870723,13.97280440018208,-13.972804400838127,-0.03804523809040839,6.998352756539605e-10,1.5747011890575002,-3.190641177376911e-12,0.0001779690657703057,0.0,1.4535465077099345e-14,0.0,0.9900587855106231,0.1455528174095376,0.0,0.0,0.0
22.45,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9694012483062932,-1.0228249019424519e-08,1.647666614176314,-0.9500015892238208,9.43472127947496e-09,-0.11046609073547782,-2.023720604203405e-09,-0.16443489593638821,-2.1398644350859236e-08,1.44304670206679e-09,0.5867020768400943,-1.9192972535147472e-09,0.9865110174984095,-2.106737165795543e-08,0.16369487577273925,2.110999841165274e-08,1.0,1.4791278245155255e-09,-0.16369487577273925,1.9964226723851978e-09,0.9865110174984097,13.946368261166826,-13.946368260467667,13.980511102580003,-13.980511103277456,13.940887845953725,-13.940887845268959,13.977212086393248,-13.977212087076058,-0.02531198145379152,5.552887834501095e-10,1.5769515435793335,-3.309797390055988e-12,0.0001618285347371152,0.0,1.3217454807406435e-14,0.0,0.9805836064100276,0.1478411357890306,0.0,0.0,0.0
22.46,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9598221886037342,-1.0132965297729504e-08,1.6465431877090118,-0.9657122341984824,9.619620984225142e-09,-0.1141783000332207,-1.8817893453200443e-09,-0.1584965024768954,-2.1395006272874777e-08,1.1587755618322608e-09,0.6006105798570243,-1.9225003649526764e-09,0.9874657019986148,-2.1097996435165294e-08,0.1578337333284066,2.112683488850906e-08,0.9999999999999998,1.4950643693124597e-09,-0.1578337333284066,1.8582024368899719e-09,0.987465701998615,13.954915308630543,-13.954915307910127,13.98571940417852,-13.98571940489735,13.949191259697146,-13.949191258988881,13.982120953037828,-13.982120953744394,-0.012777139628677034,4.1659276953134654e-10,1.5791367409409034,-3.412511927952036e-12,0.00014607562818162137,0.0,1.1927877342956141e-14,0.0,0.9709446635107385,0.14983902828866882,0.0,0.0,0.0
22.47,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9500889315155735,-1.0035902342565426e-08,1.6453836053241075,-0.9808390617567666,9.790565185800404e-09,-0.11769605545668849,-1.740076616535117e-09,-0.15242584033155748,-2.1392336988273354e-08,8.643442832747896e-10,0.6131646877227668,-1.9300862564673815e-09,0.9884056559329575,-2.1128130208447087e-08,0.1518362911814549,2.1144306872833196e-08,0.9999999999999998,1.508056491468164e-09,-0.1518362911814549,1.7199015695399939e-09,0.9884056559329577,13.963827645434153,-13.963827644696407,13.991379293350974,-13.991379294087269,13.95788162386897,-13.957881623140644,13.987501791305641,-13.987501792032445,-0.00045006810895482734,2.838276455953877e-10,1.5812539741281837,-3.496832258550529e-12,0.0001307203873754661,0.0,1.067871404896885e-14,0.0,0.9611479441196553,0.15155495773413588,0.0,0.0,0.0
22.48,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9402073766215073,-9.937199390551899e-09,1.6441898293915478,-0.9953700045875569,9.947648915923015e-09,-0.12101598060082949,-1.5989509434634422e-09,-0.1462362837931823,-2.1390603600596366e-08,5.642335634934364e-10,0.6243985588198357,-1.9153762397773443e-09,0.9893265160896718,-2.1157611457981276e-08,0.14571562909266872,2.11622913372332e-08,1.0,1.5179943168693622e-09,-0.14571562909266872,1.5818845662949815e-09,0.989326516089672,13.973071616322576,-13.973071615569369,13.997459090280469,-13.997459091032363,13.966925561376444,-13.966925560632092,13.993323533672674,-13.993323534415525,0.011660342594808467,1.5701732035415114e-10,1.5833007952356153,-3.5724764276367457e-12,0.00011577120718022998,0.0,9.458769524125827e-15,0.0,0.951199567889652,0.15299745258767208,0.0,0.0,0.0
22.490000000000002,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9301835384914342,-9.836994840514806e-09,1.6429638517045053,-1.0092940556499896,1.0090897043810067e-08,-0.12413554880902791,-1.4587405681517337e-09,-0.13994086108156434,-2.1389697348905584e-08,2.579201302206931e-10,0.6343471514013277,-1.8883402896819598e-09,0.9902242469099112,-2.118622557121342e-08,0.1394845540972171,2.1180596948950956e-08,1.0,1.5247918288347885e-09,-0.1394845540972171,1.4444802805349869e-09,0.9902242469099114,13.982612780173152,-13.982612779407319,14.003925889351239,-14.003925890115909,13.976289835921026,-13.97628983516224,13.999554456019014,-13.999554456776677,0.0235456627821801,3.6219621220504864e-11,1.5852751162896184,-3.634849567290147e-12,0.00010123461541059506,0.0,8.265917287933568e-15,0.0,0.9411057741692128,0.1541750822780445,0.0,0.0,0.0
22.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200235366682251,-9.735426654339522e-09,1.6417076852492074,-1.0226012505058046,1.0220397116832502e-08,-0.12705305677368223,-1.3197688679600841e-09,-0.13355224834283266,-2.1389547905039477e-08,-5.455485028423198e-11,0.6430459650613255,-1.8435611131856226e-09,0.9910951460253659,-2.1213813300895736e-08,0.1331555914145477,2.119907710436166e-08,0.9999999999999996,1.5283690334252467e-09,-0.1331555914145477,1.3080165189106317e-09,0.9910951460253661,13.992416133700544,-13.992416132925555,14.010745888052716,-14.01074588882669,13.985939327185818,-13.985939326415215,14.006160976707847,-14.006160977477318,0.0351979199816472,-7.853852447017743e-11,1.5871752016474665,-3.680877726242726e-12,8.711576594560297e-05,0.0,7.117679564346021e-15,0.0,0.9308729108112437,0.1550964354715061,0.0,0.0,0.0
22.51,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9097335851969525,-9.632631701793027e-09,1.640423356039369,-1.0352826503203187,1.033627843035971e-08,-0.12976760071156707,-1.182344241441358e-09,-0.12708276450826891,-2.139012365401229e-08,-3.7076335435795257e-10,0.650530923081552,-1.8416750053992705e-09,0.9919358472769726,-2.1240272191399536e-08,0.12674097556399874,2.12176304301019e-08,0.9999999999999998,1.5286608979027252e-09,-0.12674097556399874,1.1728096369071831e-09,0.9919358472769728,14.002446371979271,-14.002446371197724,14.017884668278956,-14.017884669059644,13.995838922714334,-13.995838921935759,14.013109030090584,-14.013109030868147,0.0466095959260688,-1.8725117615538126e-10,1.5889996614987811,-3.71469281922198e-12,7.341852900475407e-05,0.0,5.996113643049573e-15,0.0,0.9205074225429474,0.15577009986533924,0.0,0.0,0.0
22.52,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8993199823659086,-9.528745383570463e-09,1.6391128952248497,-1.0473303254966215,1.0438702162678361e-08,-0.13227904656512868,-1.0467421712220526e-09,-0.12054436743377986,-2.1391895343056192e-08,-6.89223119259199e-10,0.656838241103879,-1.9146591687986367e-09,0.9927433213275927,-2.1266021831249875e-08,0.12025264221404897,2.1236661232357874e-08,1.0,1.5256897657468643e-09,-0.12025264221404897,1.0391462996326364e-09,0.9927433213275929,14.012668118194172,-14.012668117408214,14.025307460931414,-14.025307461716665,14.005952637662471,-14.005952636878266,14.02036356346564,-14.020363564248893,0.05777362373095191,-2.899287420413284e-10,1.590747442601092,-3.738380137231942e-12,6.014564601056075e-05,0.0,4.917658378094822e-15,0.0,0.9100158395876735,0.15620464379401525,0.0,0.0,0.0
22.53,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.888789100954175,-9.423901411225195e-09,1.6377783315576988,-1.0587373429558693,1.052783338690747e-08,-0.13458800870818902,-9.132156902077422e-10,-0.11394865124864433,-2.139543615910597e-08,-1.0112800688963216e-09,0.6620044189464787,-1.926101810251721e-09,0.9935148740629935,-2.129160150705697e-08,0.11370222080326095,2.1256684061136993e-08,0.9999999999999998,1.5194929161369988e-09,-0.11370222080326095,9.072933714490949e-10,0.9935148740629938,14.023046191493608,-14.02304619070665,14.032979378228552,-14.032979379014952,14.016245447612107,-14.016245446824596,14.02788992732728,-14.02788992811446,0.06868338660117546,-3.8658439108182334e-10,1.5924178225868564,-3.7459063303376394e-12,4.729854771642894e-05,0.0,3.861433868356877e-15,0.0,0.8994047668440244,0.15640860035045115,0.0,0.0,0.0
22.54,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8781473780689122,-9.318231743388014e-09,1.6364216840526584,-1.0694977487844073,1.0603886345789313e-08,-0.1366958121834302,-7.820150202992173e-10,-0.1073068443730046,-2.1400262300720328e-08,-1.3332352745072096e-09,0.6660660756781819,-1.960840390971766e-09,0.9942481430249599,-2.1316507688526348e-08,0.10710102749935858,2.1277171052738244e-08,0.9999999999999998,1.5099750608637177e-09,-0.10710102749935858,7.775169817501233e-10,0.9942481430249601,14.033545781653286,-14.033545780867083,14.040865652114968,-14.040865652900763,14.026682201948244,-14.026682201160273,14.035653161348861,-14.035653162135894,0.0793327144774309,-4.7725624589193e-10,1.594010396920663,-3.745120279574879e-12,3.487764279971623e-05,0.0,2.852619128109375e-15,0.0,0.8886808726922554,0.15639045152571246,0.0,0.0,0.0
22.55,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867401305600155,-9.211866061585622e-09,1.6350449550798853,-1.0796065543722952,1.0667077175842473e-08,-0.13860445831573645,-6.533506670557055e-10,-0.10062980880325698,-2.1406508653461037e-08,-1.6552202415618473e-09,0.6690598643172897,-1.9480139465247373e-09,0.9949410919787827,-2.1340873006778062e-08,0.10046005918805166,2.1298215095127788e-08,0.9999999999999996,1.4971484592805304e-09,-0.10046005918805166,6.500454261254698e-10,0.9949410919787829,14.044132636560875,-14.044132635777704,14.0489318428022,-14.048931843585105,14.037228234578647,-14.037228233792819,14.043618541816242,-14.043618542602239,0.08971588207927321,-5.619845077602342e-10,1.5955250671320227,-3.733494719989329e-12,2.2882402666291914e-05,0.0,1.868282533807763e-15,0.0,0.8778508784807257,0.15615861504755085,0.0,0.0,0.0
22.56,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8565574204096502,-9.104931846688991e-09,1.6336501237382728,-1.089059720035131,1.0717638944978231e-08,-0.14031658761396482,-5.274258992489929e-10,-0.09392804009259818,-2.1413731682796028e-08,-1.9756596516959143e-09,0.6710223915431663,-1.9356328663522175e-09,0.9955920038592134,-2.136426441402739e-08,0.09378998801362395,2.1319340036178425e-08,0.9999999999999998,1.4809677386074063e-09,-0.09378998801362395,5.251010079205527e-10,0.9955920038592136,14.054773231783027,-14.054773231004734,14.05714402819426,-14.057144028972424,14.04784940573499,-14.047849404952471,14.051751675251928,-14.051751676033913,0.09982760585084047,-6.408187784452259e-10,1.5969620277163041,-3.713046061797855e-12,1.131143991083862e-05,0.0,9.260211708284095e-16,0.0,0.8669215477966216,0.15572143188771828,0.0,0.0,0.0
22.57,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8456222951555842,-8.997554147594901e-09,1.6322391396962803,-1.0978541413891545,1.0755812438681326e-08,-0.1418354417657482,-4.0442635163266913e-10,-0.08721166824300819,-2.1421939995645538e-08,-2.295142477117058e-09,0.6719901468509455,-1.9203270414204513e-09,0.9961994722391019,-2.1386713992590377e-08,0.0871011567692082,2.13405253179998e-08,0.9999999999999996,1.4614494022286239e-09,-0.0871011567692082,4.028893180560505e-10,0.9961994722391021,14.065434923074283,-14.065434922303515,14.065468976435845,-14.065468977206613,14.058512451096513,-14.058512450319949,14.060018818204206,-14.06001881898074,0.10966304193259618,-7.138136672843e-10,1.598321752407298,-3.67994235884129e-12,1.625872665003518e-07,0.0,2.2258768988798836e-16,0.0,0.8558996764410012,0.15508715598610284,0.0,0.0,0.0
22.580000000000002,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8346025289345735,-8.889855383064464e-09,1.630813917361796,-1.1059876332945764,1.0781921092740717e-08,-0.1431648236352398,-2.8452830286875736e-10,-0.0804904591996365,-2.1431050568648374e-08,-2.6107565961798503e-09,0.671999434108906,-1.9121131046964925e-09,0.9967623915169117,-2.1408173475936108e-08,0.08040357490489305,2.136166521752583e-08,1.0,1.4386047768181135e-09,-0.08040357490489305,2.836071116217108e-10,0.9967623915169119,14.076086081130956,-14.076086080369015,14.07387430095345,-14.073874301715511,14.069185002895898,-14.069185002127291,14.068386950134515,-14.068386950903037,0.11921778303521803,-7.810655687486176e-10,1.5996049794089786,-3.6405438841130855e-12,-1.0567022276510452e-05,0.0,8.662218045635596e-16,0.0,0.8447920822779559,0.15426394461924675,0.0,0.0,0.0
22.59,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8235047381697275,-8.78195478888311e-09,1.6293763304714,-1.1134589138217477,1.0796220597647714e-08,-0.1443090566665496,-1.6787838644101652e-10,-0.07377381700952806,-2.144114149640743e-08,-2.923124013834737e-09,0.6710863125239532,-1.8912240478712603e-09,0.9972799459727943,-2.1428767698400216e-08,0.07370691528275987,2.138282043313225e-08,0.9999999999999998,1.4124820134003535e-09,-0.07370691528275987,1.6742174815989688e-10,0.9972799459727946,14.08669621176394,-14.086696211012848,14.082328598557321,-14.082328599308646,14.079835781560293,-14.079835780801304,14.076823970572779,-14.076823971331828,0.12848785520020536,-8.426393279186238e-10,1.6008126961601767,-3.5914110893954583e-12,-2.0880886429406904e-05,0.0,1.7094938677424712e-15,0.0,0.8336055953952303,0.153259850087881,0.0,0.0,0.0
22.6,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8123355476614361,-8.673968878767833e-09,1.6279282070917367,-1.1202675875458938,1.079903954465435e-08,-0.14527294325343548,-5.461907847289223e-11,-0.06707078655760751,-2.1452137219768948e-08,-3.2313997914855406e-09,0.6692865411071439,-1.9169872315644486e-09,0.9977515978528455,-2.144847662118374e-08,0.06702051165198492,2.140390418838297e-08,1.0,1.3831141340246125e-09,-0.06702051165198494,5.449627281957819e-11,0.9977515978528457,14.097236059367583,-14.097236058629237,14.090801571463976,-14.09080157220266,14.090434680919946,-14.090434680172454,14.08529880868532,-14.085298809433388,0.13746971414953518,-8.98636849397253e-10,1.601946123442148,-3.5331057980355875e-12,-3.078306112254533e-05,0.0,2.525677807808053e-15,0.0,0.8223470484923696,0.15208281247683741,0.0,0.0,0.0
22.61,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8011015818087814,-8.566010838859587e-09,1.6264713250389822,-1.1264141281274374,1.079070563983231e-08,-0.1460617227154767,5.511996752743149e-11,-0.06039005682111424,-2.146434506595873e-08,-3.535419440487473e-09,0.6666355297919324,-1.9422252116063854e-09,0.9981770746307765,-2.1467671741027785e-08,0.060353356837421664,2.142521716680423e-08,1.0,1.3505652445747903e-09,-0.06035335683742168,-5.501948794027497e-11,0.9981770746307768,14.107677696146178,-14.107677695422668,14.099264133487528,-14.09926413421147,14.100952870127092,-14.100952869393177,14.0937815426325,-14.093781543366713,0.14616024119933738,-9.491612875586085e-10,1.6030066991081389,-3.4646839671529483e-12,-4.027809501804414e-05,0.0,3.2936774902480186e-15,0.0,0.8110232675044827,0.15074065341213488,0.0,0.0,0.0
