case_id,controller,time_s,position_error_m
Scene03,RA-GCA-CGHTE,19.6,0.0006969570940941718
Scene03,RA-GCA-CGHTE,19.7,0.0006809814734883848
Scene03,RA-GCA-CGHTE,19.8,0.0006648682030284216
Scene03,RA-GCA-CGHTE,19.9,0.0006486290227877834
Scene03,RA-GCA-CGHTE,20.0,0.0006322760610784882
Scene03,RA-GCA-CGHTE,20.1,0.0006158213253423649
Scene03,RA-GCA-CGHTE,20.2,0.0005992762404391496
Scene03,RA-GCA-CGHTE,20.3,0.000582651425685525
Scene03,RA-GCA-CGHTE,20.4,0.0005659565818142173
Scene03,RA-GCA-CGHTE,20.5,0.000545890619966109
Scene03,RA-GCA-CGHTE,20.6,0.0005252819622288092
Scene03,RA-GCA-CGHTE,20.7,0.0005001470857080378
Scene03,RA-GCA-CGHTE,20.8,0.0004765102496464056
Scene03,RA-GCA-CGHTE,20.9,0.0004550016106895816
Scene03,RA-GCA-CGHTE,21.0,0.0004278156922695515
Scene03,RA-GCA-CGHTE,21.1,0.0004004534751875661
Scene03,RA-GCA-CGHTE,21.2,0.0003743775258482439
Scene03,RA-GCA-CGHTE,21.3,0.0003499751908275321
Scene03,RA-GCA-CGHTE,21.4,0.00032671168899032306
Scene03,RA-GCA-CGHTE,21.5,0.0003011193092546907
Scene03,RA-GCA-CGHTE,21.6,0.00027802557535343964
Scene03,RA-GCA-CGHTE,21.7,0.00025725436007676067
Scene03,RA-GCA-CGHTE,21.8,0.0002389673506532214
Scene03,RA-GCA-CGHTE,21.9,0.00022155300065477464
Scene03,RA-GCA-CGHTE,22.0,0.00020435342256553264
Scene03,RA-GCA-CGHTE,22.1,0.00018557930330337
Scene03,RA-GCA-CGHTE,22.2,0.00016481226641105486
Scene03,RA-GCA-CGHTE,22.3,0.00014601550644477155
Scene03,RA-GCA-CGHTE,22.4,0.00013046519237436724
Scene03,RA-GCA-CGHTE,22.5,0.00011940201238940315
Scene03,RA-GCA-CGHTE,22.6,0.00011281064186236062
Scene03,RA-GCA-CGHTE,22.7,0.00011092237557633194
Scene03,RA-GCA-CGHTE,22.8,0.00011209981688940243
Scene03,RA-GCA-CGHTE,22.9,0.00011741716505999862
Scene03,RA-GCA-CGHTE,23.0,0.0001266706420420539
Scene03,RA-GCA-CGHTE,23.1,0.00013903356501669068
Scene03,RA-GCA-CGHTE,23.2,0.00015322088964860224
Scene03,RA-GCA-CGHTE,23.3,0.00016821898383458648
Scene03,RA-GCA-CGHTE,23.4,0.0001803435235343141
Scene03,RA-GCA-CGHTE,23.5,0.0001917797313935923
Scene03,RA-GCA-CGHTE,23.6,0.00020263545199168968
Scene03,RA-GCA-CGHTE,23.7,0.00021420367395403412
Scene03,RA-GCA-CGHTE,23.8,0.00022742847904399642
